row_id	product_url	product_name	varian	relative_time	reviewer	review_text				
2352	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-wifi-kids-pack-4-64-ai-solve-math-parental-control-kids-friendly-negatif73438negatif8687negatif8327789	Samsung Galaxy Tab Anegatifnegatif WiFi Kids Pack [4/64] - AI Solve Math | Parental Control | Kids Friendly	Varian: Kids Pack	2 bulan lalu	R***n	Fast delivery				
2353	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-wifi-kids-pack-4-64-ai-solve-math-parental-control-kids-friendly-negatif73438negatif8687negatif8327789	Samsung Galaxy Tab Anegatifnegatif WiFi Kids Pack [4/64] - AI Solve Math | Parental Control | Kids Friendly	Varian: Kids Pack	2 bulan lalu	T***i	Anak suka 🥰				
2354	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-4-64gb-gray-parental-control-ip52-negatif732779955676809negatif97			2 bulan lalu	O***i	Bagus berfungsi dengan baik. Semoga awet				
2355	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	P***m	Hpnya berfungsi dgn baik.				
2356	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a26-5g-8-256-galaxy-ai-smartphone-ai-baterai-5000mah-negatif73negatif086965852833755	Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh	Varian: Black	2 bulan lalu	Z***k	barang sampai dengan aman				
2357	https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-twin-tub-9-5kg-wt95-dengan-dynamic-pulsator-wt95h3330mb-se-negatif7299082608853995negatif5	Samsung Mesin Cuci WT95 Twin Tub dengan Dynamic Pulsator 9.5kg - WT95H3330MB/SE	Varian: Light Gray.	2 bulan lalu	Z***p	Sesuai pesanan ok				
2358	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-5g-6-negatif28gb-6000mah-android-ip54-negatif733970557677negatif768negatif3	Samsung Galaxy A07 5G [6/negatif28GB] - 6000mAh | Android | IP54	Varian: Light Violet.	2 bulan lalu	W***q	Kejernihan lensa: jernih Kualitas pengerjaan: rapih				
2359	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	N***d	Baguss bangett, sukaa deh pokokknya , packingnya apaalagi udah amannn bgttt, tebel,, jagn ragu deh blii lnsung di online storenya💞				
2360	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	C***z	Sesuai dengan pesanan mantap				
2361	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-4-64gb-power-pack-bundle-gratis-travel-adaptor-dan-clear-case-negatif733negatif3689670negatif007853	Samsung Galaxy A07 4/64GB | Power Pack Bundle | Gratis Travel Adaptor dan Clear Case	Varian: Black.	2 bulan lalu	O***y	Barang sesuai dgn yg di live, puas dgn barang nya sudah di pakai.aman				
2362	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-8-256gb-negatif732negatif59842824062957			2 bulan lalu	G***g	HP nya sesuai pesanan, pengiriman cepat, dan seler amanah. Makasih seller. Aku ngga percaya sama TikTok Mall selain yang official, dan beneran nggak nyesel. Dapat diskon...				
2363	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	V***w	Alhamdulillah paket nya mendarat dengan aman👍👍👍👍👍👍👍👍				
2364	https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-8kg-wa80-top-load-wobble-technology-wa80h4200sw-se-negatif730045negatif7326700745negatif	Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE	Varian: White.	2 bulan lalu	B***z	Pesanan sudah sampai, bagus, pengirimanaman tidak ada penyok				
2365	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	B***a	Good pokonya good good good good				
2366	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-negatif2-256gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926547626657755			2 bulan lalu	M***u	Aman dan selamat sampai tujuan barang ori				
2367	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a26-5g-8-256-galaxy-ai-smartphone-ai-baterai-5000mah-negatif73negatif086965852833755	Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh	Varian: Black	2 bulan lalu	Chotibindriati	barang masih disegel kemasan rapih , aman HP dalam kondisi baik				
2368	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-5g-8-256gb-negatif73229357297687negatif405	Samsung Galaxy Anegatif7 5G 8/256GB	Varian: Black	2 bulan lalu	F***p	barang sesuai				
2369	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-buds4-pro-24-bit-hi-fi-multi-ai-agent-premium-metal-finish-anc-negatif73442242negatif299955693	Samsung Galaxy Buds4 Pro | 24 bit Hi-Fi | Multi AI Agent | Premium Metal Finish | ANC	Varian: Black	2 bulan lalu	D***i	Barang sudah diterima dengan baik. Fast response, fast delivery, packing rapi. RECOMMENDED SELLER!. Tks dan sukses selalu Gan. Tks jg buat Tokopedia.				
2370	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-8-256gb-smartphone-ai-android-5000-mah-negatif732550343negatif332024negatif3	Samsung Galaxy Anegatif7 [8/256GB] - | Smartphone AI | Android | 5000 mAh	Varian: Light Blue	2 bulan lalu	H***l	Sampai dengan selamat tanpa lecet				
2371	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-4-negatif28gb-hari-raya-package-negatif73438487negatif9negatif208negatif389			2 bulan lalu	Q***p	Mantappp paket sudah diterima dengan baik. Produknya bagus				
2372	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	C***m	barang sudah di terima Alhamdulillah amanah mulus dan lengkap ..makasih 🙏semoga awet dan sesuai expextasi				
2373	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-5g-8-256gb-negatif73229357297687negatif405	Samsung Galaxy Anegatif7 5G 8/256GB	Varian: Black	2 bulan lalu	J***j	Performa sistem: Bagus original				
2374	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-5g-8-256gb-negatif73229357297687negatif405	Samsung Galaxy Anegatif7 5G 8/256GB	Varian: Black	2 bulan lalu	a***s	Seperti yg sudah2, barang sesuai deskripsi, cepat diproses, cepat dikirim dan cepat pula datangnya. Mantul pisan. Terima kasih semuanya				
2375	https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-9kg-top-loading-wobble-technology-wa90h4200sg-se-negatif73038240negatif3negatif8negatif93negatifnegatif5	Samsung Mesin Cuci 9kg WA90 Top Load dengan Wobble Technology - WA90H4200SG/SE	Varian: Gray.	2 bulan lalu	Y***b	Kenapa g diksh paking kayu ini penyok sebelah kakak agak dalem juga penyoknya ini sampek mesinnya gak sih bisa diretur kan ya				
2376	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235			2 bulan lalu	I***x	"Kejernihan lensa: Kualitias sangat"" memuaskan"				
2377	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a26-5g-8-256-galaxy-ai-smartphone-ai-baterai-5000mah-negatif73negatif086965852833755	Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh	Varian: Black	2 bulan lalu	Rijki	Sesuai produk Bagus				
2378	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-4-64gb-gray-parental-control-ip52-negatif732779955676809negatif97			2 bulan lalu	J***z	Barang sudah saya terima tokonya amanah barang selamat sampai tujuan kondisi aman dan bisa nyalah terima kasih untuk toko nya udah amanah				
2379	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-buds4-pro-24-bit-hi-fi-multi-ai-agent-premium-metal-finish-anc-negatif73442242negatif299955693	Samsung Galaxy Buds4 Pro | 24 bit Hi-Fi | Multi AI Agent | Premium Metal Finish | ANC	Varian: White	2 bulan lalu	Kevin	barang bagus bonus ada mantep				
2380	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-4-64gb-gray-parental-control-ip52-negatif732779955676809negatif97			2 bulan lalu	F***p	Kejernihan lensa: Baik Kualitas pengerjaan: Oke Oke paket udah sampai tab anegatifnegatif..semoga awet dan				
2381	https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-8kg-wa80-top-load-wobble-technology-wa80h4200sw-se-negatif730045negatif7326700745negatif	Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE	Varian: White.	2 bulan lalu	Eko	Bintang negatif bukan krn kualitas barangnya Tp krn seller tidak komunikatif Chat tidak dibalas Pilih kurir toko diganti JNE Kargo Dan itupun tdk di info Hrs komplain dulu baru...				
2382	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	Y***j	Sudah di unboxing,selamat sampai tujuan jangan ragu beli di sini rekomen sekali				
2383	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-8-256gb-smartphone-ai-android-5000-mah-negatif732550343negatif332024negatif3	Samsung Galaxy Anegatif7 [8/256GB] - | Smartphone AI | Android | 5000 mAh	Varian: Gray	2 bulan lalu	Y***u	Alhamdulillah paket nya aman dan hp nya juga bagus sesuai sama yng d gambar puas banget nggk ada kendala apapun🤗				
2384	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-8-256gb-upgrade-dari-8-negatif28-gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif7309265354909634negatif9	Samsung Galaxy A36 5G [8/256] [Upgrade dari 8/negatif28 GB] | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge	Varian: Awesome Black.	2 bulan lalu	m***d	barang baru dan segel. terimakasih samsung				
2385	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-negatif28gb-negatif732272697280989negatif65			2 bulan lalu	G***t	Kejernihan lensa: Lumayan bagus,semoga awet Kualitas pengerjaan: Barang original				
2386	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-fit3			2 bulan lalu	E***q	Performa: Baik bagus Kualitas pengerjaan: Baikkk Performa sistem: Baik Semua fitur baik, dan berpungsi				
2387	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	M***l	Bagus ini barang, sesuai sama spek yang di informasikan				
2388	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-negatif28gb-negatif732272705negatif96885997			2 bulan lalu	S***n	Barusan sampai Kak terima kasih				
2389	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-5g-6-negatif28gb-6000mah-android-ip54-negatif733970557677negatif768negatif3	Samsung Galaxy A07 5G [6/negatif28GB] - 6000mAh | Android | IP54	Varian: Black.	2 bulan lalu	R***g	Alhamdulillah paket telah diterima,,kondisi mulus sesuai pesanan,packing pun terjamin Terimakasih				
2390	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-6-negatif28gb-negatif7322708976negatif865negatifnegatifnegatif7			2 bulan lalu	L***c	Datang Sesuai harapan				
2391	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	C***c	Real pict				
2392	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	H***k	Kejernihan lensa: Ok Kualitas pengerjaan: Ok Performa sistem: Ok Alhamdulillah HP nya sesuai				
2393	https://www.tokopedia.com/samsung-official-store/upgrade-dari-256gb-samsung-galaxy-s26-ultra-negatif2-5negatif2gb-hp-ai-privacy-display-negatif734422272362907629	[Upgrade dari 256GB] Samsung Galaxy S26 Ultra negatif2/5negatif2GB | Hp AI | Privacy Display	Varian: Cobalt Violet	2 bulan lalu	Istiana	Paket dikemas dengan sangat aman, berlapis lapis. barang ok dan berfungsi baik				
2394	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-8-256gb-smartphone-ai-android-5000-mah-negatif732550343negatif332024negatif3	Samsung Galaxy Anegatif7 [8/256GB] - | Smartphone AI | Android | 5000 mAh	Varian: Gray	2 bulan lalu	M***b	Alhamdulillah,datang barangnya sesuai tanpa lecet sedikitpun, semoga barangnya awet				
2395	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	A***y	Nice sesuai ekspektasi, cuman kurang bonus case hp aja 😁				
2396	https://www.tokopedia.com/samsung-official-store/samsung-43-crystal-uhd-4k-uenegatif00f-4k-smart-tv-ua43uenegatif00fkxxd-negatif733negatif93234776295405			2 bulan lalu	I***u	Mantapp barang bagussss gambar baguss				
2397	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-wifi-kids-pack-4-64-ai-solve-math-parental-control-kids-friendly-negatif73438negatif8687negatif8327789	Samsung Galaxy Tab Anegatifnegatif WiFi Kids Pack [4/64] - AI Solve Math | Parental Control | Kids Friendly	Varian: Kids Pack	2 bulan lalu	Agus	Sempet ragu awalnya, tp setelah barang smp, Alhamdulillah aman. Semoga Berkah & Awet.				
2398	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-buds4-pro-24-bit-hi-fi-multi-ai-agent-premium-metal-finish-anc-negatif73442242negatif299955693	Samsung Galaxy Buds4 Pro | 24 bit Hi-Fi | Multi AI Agent | Premium Metal Finish | ANC	Varian: Black	2 bulan lalu	s***l	TOPPPPPPPPPP				
2399	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a26-5g-8-256-galaxy-ai-smartphone-ai-baterai-5000mah-negatif73negatif086965852833755	Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh	Varian: Black	2 bulan lalu	S***i	rekomendasi buat pemakaian 6tahun kedepan, produk original..				
2400	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	J***i	Yg jelas original				
2401	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	2 bulan lalu	H***j	Lens clarity: 👍 Quality of work: 👍 System performance: 👍				
2402	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-4-negatif28gb-hari-raya-package-negatif734335578negatif484728negatif3	Samsung Galaxy A07 4/negatif28GB - Hari Raya Package	Varian: Green.	2 bulan lalu	A***e	terimakasih kepada samsung karena pakenya sampai dengan selamat dan sesuai				
2403	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-8-256gb-smartphone-ai-android-5000-mah-negatif732550343negatif332024negatif3	Samsung Galaxy Anegatif7 [8/256GB] - | Smartphone AI | Android | 5000 mAh	Varian: Gray	2 bulan lalu	Y***v	Ok sesuai ekspektasi				
2404	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	X***u	Kurir ramah				
2405	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	F***n	Kejernihan lensa: Ok Kualitas pengerjaan: Ok semua ok ya kak@🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰				
2406	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885			2 bulan lalu	A***v	Paket sudah sampai dgn selamat , , packing rapi kondisi baik				
2407	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-8-256gb-smartphone-ai-android-5000-mah-negatif732550343negatif332024negatif3	Samsung Galaxy Anegatif7 [8/256GB] - | Smartphone AI | Android | 5000 mAh	Varian: Gray	2 bulan lalu	User797478	alhamdulillah terimakasih barang sampai aman dan bagus				
2408	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-5g-6-negatif28gb-6000mah-android-ip54-negatif733970557677negatif768negatif3	Samsung Galaxy A07 5G [6/negatif28GB] - 6000mAh | Android | IP54	Varian: Light Violet.	2 bulan lalu	R***n	Great stuff				
2409	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-8-negatif28gb-smartphone-ai-android-5000-mah-negatif73256766negatif042829293	Samsung Galaxy Anegatif7 [8/negatif28GB] - | Smartphone AI | Android | 5000 mAh	Varian: Black.	2 bulan lalu	rifai	Paket diterima dengan baik dan aman Barang sesuai diiklan Barang asli Pelayanan sangat cepat Recommended				
2410	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-negatif2-256-galaxy-ai-smartphone-ai-50mp-ois-hdr-camera-45w-super-fast-charge-ai-publish-on-negatif73negatif2negatif822negatif3negatif8965229			2 bulan lalu	X***t	Josjis				
2411	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Green	2 bulan lalu	B***s	Okkkkkkkokoooookooooooooooooooooooo				
2412	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Green.	2 bulan lalu	User275582	barang masih di segel				
2413	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235			2 bulan lalu	D***d	barang sesuai deskripsi, pengingiman sangat aman				
2414	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-8-256gb-upgrade-dari-8-negatif28-gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif7309265354909634negatif9			2 bulan lalu	I***x	Terimaksih paket nya mendarat dengan aman				
2415	https://www.tokopedia.com/samsung-official-store/upgrade-dari-negatif2-5negatif2gb-samsung-galaxy-s26-ultra-negatif6gb-negatiftb-hp-ai-privacy-display-negatif73442negatif9279760negatifnegatif757	[Upgrade dari negatif2/5negatif2GB] Samsung Galaxy S26 Ultra negatif6GB/negatifTB | Hp AI | Privacy Display	Varian: Sky Blue	2 bulan lalu	B***e	Barang sdh saya terima dan kondisinya baik, terimakasih				
2416	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Light Violet	2 bulan lalu	F***a	Baikkkkkkkķkkkķkkkkķk				
2417	https://www.tokopedia.com/samsung-official-store/samsung-43-crystal-uhd-4k-uenegatif00f-4k-smart-tv-ua43uenegatif00fkxxd-negatif733negatif93234776295405	"Samsung 43"" Crystal UHD 4K UEnegatif00F 4K Smart TV | UA43UEnegatif00FKXXD"	"Varian: 43"""	2 bulan lalu	Adam	Barang baguss mantap Semoga awet 🫰				
2418	https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-8kg-wa80-top-load-wobble-technology-wa80h4200sw-se-negatif730045negatif7326700745negatif	Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE	Varian: White.	2 bulan lalu	N***y	Pengiriman cepat, barang nya berfungsi dengan baik, semoga awettt				
2419	https://www.tokopedia.com/samsung-official-store/upgrade-dari-256gb-samsung-galaxy-s26-negatif2-5negatif2gb-hp-ai-photo-assist-4900-mah-negatif7344222negatif9938039789	[Upgrade dari 256GB] Samsung Galaxy S26+ negatif2/5negatif2GB | Hp AI | Photo Assist | 4900 mAh	Varian: Cobalt Violet	2 bulan lalu	B***b	Bagus ..				
2420	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-8-256gb-negatif732negatif59842824062957	Samsung Galaxy A07 LTE 8/256GB	Varian: Green.	2 bulan lalu	E***u	Alhamdulillah pesanan paketnya Uda sampai sesuai dengan pesanan barangnya bagus tidak kecewa bagus benget terima kasih buat tokonya semoga amanah dan berkah				
2421	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a26-5g-8-256-galaxy-ai-smartphone-ai-baterai-5000mah-negatif73negatif086965852833755	Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh	Varian: Black	2 bulan lalu	Y***w	Barang sesuai pesanan cuman sayang Pas pengiriman ngalamin overload jdi barang lama Dateng nya tapi Alhamdulillah barang bagus engga ada yg lecet semoga awet 👍👍				
2422	https://www.tokopedia.com/samsung-official-store/samsung-43-crystal-uhd-4k-uenegatif00f-4k-smart-tv-ua43uenegatif00fkxxd-negatif733negatif93234776295405	"Samsung 43"" Crystal UHD 4K UEnegatif00F 4K Smart TV | UA43UEnegatif00FKXXD"	"Varian: 43"""	2 bulan lalu	Ardhianto	TV samsung murmer, packing bubble wrap tebal & aman, konfigurasi mudah & kualitas mantapp				
2423	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525			2 bulan lalu	C***o	barang sesuai dan sangat amanah				
2424	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	2 bulan lalu	L***p	amanah, barang sesuai				
2425	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-6-negatif28gb-negatif7322708976negatif865negatifnegatifnegatif7	Samsung Galaxy A07 LTE 6/negatif28GB	Varian: Light Violet	2 bulan lalu	R***l	Kejernihan lensa: Lensa jernih sesuai dengan kenyataan,gambar bagus dan kayak seperti nyata Kualitas pengerjaan: Baik Peking rapi banget				
2426	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-8-256gb-upgrade-dari-8-negatif28-gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif7309265354909634negatif9			2 bulan lalu	Y***d	Barang ok dapat harga murah				
2427	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Green	2 bulan lalu	N***a	sesuai hpnya asli				
2428	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-watch8-44mm-bluetooth-smart-watch-ai-prosesor-3nm-sleep-coaching-negatif73negatif839785669527533	Samsung Galaxy Watch8 44mm | Bluetooth | Smart watch AI | Prosesor 3nm | Sleep Coaching	Varian: Graphite	2 bulan lalu	D***e	Quality of work: Ok				
2429	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-snegatif0-fe-8-negatif28-tablet-ai-galaxy-ai-layar-besar-negatif73negatif2980858257negatif006negatif	Samsung Galaxy Tab Snegatif0 FE [8/negatif28] - | Tablet AI | Galaxy AI | Layar besar	Varian: Gray.	2 bulan lalu	O***v	Wah mantep sekali bagus banget				
2430	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Black.	2 bulan lalu	Q***p	Kejernihan lensa: good				
2431	https://www.tokopedia.com/samsung-official-store/upgrade-dari-negatif2-5negatif2gb-samsung-galaxy-s26-ultra-negatif6gb-negatiftb-hp-ai-privacy-display-negatif73442negatif9279760negatifnegatif757	[Upgrade dari negatif2/5negatif2GB] Samsung Galaxy S26 Ultra negatif6GB/negatifTB | Hp AI | Privacy Display	Varian: Cobalt Violet	2 bulan lalu	Arie	Alhamdulillah sudah diterima.. Original & sesuai harapan. Packing aman..				
2432	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Green.	2 bulan lalu	L***e	Barang diterima baik				
2433	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Black.	2 bulan lalu	M***a	barang sesuai, kualitas aman				
2434	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Black.	2 bulan lalu	Hilman	barang masih segel. alhamdulillah seller amanah dan kurir juga respon nya baik. sukses terus seller				
2435	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-8-256gb-negatif732negatif59842824062957	Samsung Galaxy A07 LTE 8/256GB	Varian: Black.	2 bulan lalu	E***l	Mantap.. cukuplah buat ngasi adek umur masih sekolah				
2436	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-s25-fe-8-5negatif2gb-smartphone-ai-android-galaxy-ai-4900-mah-negatif7327798268359823negatif7	Samsung Galaxy S25 FE [8/5negatif2GB] - Smartphone AI | Android | Galaxy AI | 4900 mAh	Varian: Navy.	2 bulan lalu	Prasetya	mantap				
2437	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-anegatifnegatif-wifi-kids-pack-4-64-ai-solve-math-parental-control-kids-friendly-negatif73438negatif8687negatif8327789	Samsung Galaxy Tab Anegatifnegatif WiFi Kids Pack [4/64] - AI Solve Math | Parental Control | Kids Friendly	Varian: Kids Pack	2 bulan lalu	M***v	Barang sampai, packing bagus, pengiriman cepat, respon Seller juga oke				
2438	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-fit3	Samsung Galaxy Fit3 - Smartwatch	Varian: Silver.	2 bulan lalu	J***j	Suka banget sm smartwatch nya ..				
2439	https://www.tokopedia.com/samsung-official-store/upgrade-dari-negatif2-5negatif2gb-samsung-galaxy-s26-ultra-negatif6gb-negatiftb-hp-ai-privacy-display-negatif73442negatif9279760negatifnegatif757	[Upgrade dari negatif2/5negatif2GB] Samsung Galaxy S26 Ultra negatif6GB/negatifTB | Hp AI | Privacy Display	Varian: Cobalt Violet	2 bulan lalu	Sugiono	Barangnya benar2 bagus, dalam keadaan segel, original, lengkap, cepat, aman dan bagus packingnya.				
2440	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Light Violet.	2 bulan lalu	Y***y	Kejernihan lensa: Lumayan oke Kualitas pengerjaan: Sistemnya oke Semoga awet selama bertahun tahun				
2441	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235			2 bulan lalu	G***e	Terbaik				
